        DEPTH            SP            GR           RES          RHOB          NPHI           VSH          PHIE            SW        Facies Core_Porosity Core_Permeability 
  2090.350000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2090.450000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2090.550000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2090.650000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2090.750000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2090.850000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2090.950000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2091.050000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2091.150000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2091.250000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2091.350000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2091.450000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2091.550000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2091.650000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2091.750000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2091.850000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2091.950000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2092.050000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2092.150000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2092.250000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2092.350000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2092.450000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2092.550000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2092.650000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2092.750000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2092.850000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2092.950000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2093.050000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2093.150000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2093.250000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2093.350000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2093.450000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2093.550000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2093.650000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2093.750000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2093.850000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2093.950000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
  2094.050000   -999.250000   -999.250000   -999.250000      1.700000      0.000000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000   -999.250000 
